residue,method,d,a,b
1086,formula_even,,,
1087,formula_3_mod_4,,,
1088,formula_even,,,
1089,formula_divisible_by_3,,,
1090,formula_even,,,
1091,formula_3_mod_4,,,
1092,formula_even,,,
1093,general_key_d_3,3,4,8
1094,formula_even,,,
1095,formula_divisible_by_3,,,
1096,formula_even,,,
1097,general_key_d_7,7,4,24
1098,formula_even,,,
1099,formula_3_mod_4,,,
1100,formula_even,,,
1101,formula_divisible_by_3,,,
1102,formula_even,,,
1103,formula_3_mod_4,,,
1104,formula_even,,,
1105,general_key_d_3,3,2,10
1106,formula_even,,,
1107,formula_divisible_by_3,,,
1108,formula_even,,,
1109,general_key_d_3,3,4,8
1110,formula_even,,,
1111,formula_3_mod_4,,,
1112,formula_even,,,
1113,formula_divisible_by_3,,,
1114,formula_even,,,
1115,formula_3_mod_4,,,
1116,formula_even,,,
1117,general_key_d_3,3,4,8
1118,formula_even,,,
1119,formula_divisible_by_3,,,
1120,formula_even,,,
1121,general_key_d_7,7,4,24
1122,formula_even,,,
1123,formula_3_mod_4,,,
1124,formula_even,,,
1125,formula_divisible_by_3,,,
1126,formula_even,,,
1127,formula_3_mod_4,,,
1128,formula_even,,,
1129,uncovered,,,
1130,formula_even,,,
1131,formula_divisible_by_3,,,
1132,formula_even,,,
1133,general_key_d_3,3,4,8
1134,formula_even,,,
1135,formula_3_mod_4,,,
1136,formula_even,,,
1137,formula_divisible_by_3,,,
1138,formula_even,,,
1139,formula_3_mod_4,,,
1140,formula_even,,,
1141,general_key_d_3,3,4,8
1142,formula_even,,,
1143,formula_divisible_by_3,,,
1144,formula_even,,,
1145,general_key_d_7,7,4,24
1146,formula_even,,,
1147,formula_3_mod_4,,,
1148,formula_even,,,
1149,formula_divisible_by_3,,,
1150,formula_even,,,
1151,formula_3_mod_4,,,
1152,formula_even,,,
1153,general_key_d_7,7,8,20
1154,formula_even,,,
1155,formula_divisible_by_3,,,
1156,formula_even,,,
1157,general_key_d_3,3,4,8
1158,formula_even,,,
1159,formula_3_mod_4,,,
1160,formula_even,,,
1161,formula_divisible_by_3,,,
1162,formula_even,,,
1163,formula_3_mod_4,,,
1164,formula_even,,,
1165,general_key_d_3,3,4,8
1166,formula_even,,,
1167,formula_divisible_by_3,,,
1168,formula_even,,,
1169,general_key_d_7,7,4,24
1170,formula_even,,,
1171,formula_3_mod_4,,,
1172,formula_even,,,
1173,formula_divisible_by_3,,,
1174,formula_even,,,
1175,formula_3_mod_4,,,
1176,formula_even,,,
1177,general_key_d_3,3,2,10
1178,formula_even,,,
1179,formula_divisible_by_3,,,
1180,formula_even,,,
1181,general_key_d_3,3,4,8
1182,formula_even,,,
1183,formula_3_mod_4,,,
1184,formula_even,,,
1185,formula_divisible_by_3,,,
1186,formula_even,,,
1187,formula_3_mod_4,,,
1188,formula_even,,,
1189,general_key_d_3,3,4,8
1190,formula_even,,,
1191,formula_divisible_by_3,,,
1192,formula_even,,,
1193,general_key_d_7,7,4,24
1194,formula_even,,,
1195,formula_3_mod_4,,,
1196,formula_even,,,
1197,formula_divisible_by_3,,,
1198,formula_even,,,
1199,formula_3_mod_4,,,
1200,formula_even,,,
1201,uncovered,,,
1202,formula_even,,,
1203,formula_divisible_by_3,,,
1204,formula_even,,,
1205,general_key_d_3,3,4,8
1206,formula_even,,,
1207,formula_3_mod_4,,,
1208,formula_even,,,
1209,formula_divisible_by_3,,,
1210,formula_even,,,
1211,formula_3_mod_4,,,
1212,formula_even,,,
1213,general_key_d_3,3,4,8
1214,formula_even,,,
1215,formula_divisible_by_3,,,
1216,formula_even,,,
1217,general_key_d_7,7,4,24
1218,formula_even,,,
1219,formula_3_mod_4,,,
1220,formula_even,,,
1221,formula_divisible_by_3,,,
1222,formula_even,,,
1223,formula_3_mod_4,,,
1224,formula_even,,,
1225,general_key_d_3,3,2,10
1226,formula_even,,,
1227,formula_divisible_by_3,,,
1228,formula_even,,,
1229,general_key_d_3,3,4,8
1230,formula_even,,,
1231,formula_3_mod_4,,,
1232,formula_even,,,
1233,formula_divisible_by_3,,,
1234,formula_even,,,
1235,formula_3_mod_4,,,
1236,formula_even,,,
1237,general_key_d_3,3,4,8
1238,formula_even,,,
1239,formula_divisible_by_3,,,
1240,formula_even,,,
1241,general_key_d_7,7,4,24
1242,formula_even,,,
1243,formula_3_mod_4,,,
1244,formula_even,,,
1245,formula_divisible_by_3,,,
1246,formula_even,,,
1247,formula_3_mod_4,,,
1248,formula_even,,,
1249,general_key_d_11,11,2,42
1250,formula_even,,,
1251,formula_divisible_by_3,,,
1252,formula_even,,,
1253,general_key_d_3,3,4,8
1254,formula_even,,,
1255,formula_3_mod_4,,,
1256,formula_even,,,
1257,formula_divisible_by_3,,,
1258,formula_even,,,
1259,formula_3_mod_4,,,
1260,formula_even,,,
1261,general_key_d_3,3,4,8
1262,formula_even,,,
1263,formula_divisible_by_3,,,
1264,formula_even,,,
1265,general_key_d_7,7,4,24
1266,formula_even,,,
1267,formula_3_mod_4,,,
1268,formula_even,,,
1269,formula_divisible_by_3,,,
1270,formula_even,,,
1271,formula_3_mod_4,,,
1272,formula_even,,,
1273,general_key_d_7,7,8,20
1274,formula_even,,,
1275,formula_divisible_by_3,,,
1276,formula_even,,,
1277,general_key_d_3,3,4,8
1278,formula_even,,,
1279,formula_3_mod_4,,,
1280,formula_even,,,
1281,formula_divisible_by_3,,,
1282,formula_even,,,
1283,formula_3_mod_4,,,
1284,formula_even,,,
1285,general_key_d_3,3,4,8
1286,formula_even,,,
1287,formula_divisible_by_3,,,
1288,formula_even,,,
1289,general_key_d_7,7,4,24
1290,formula_even,,,
1291,formula_3_mod_4,,,
1292,formula_even,,,
1293,formula_divisible_by_3,,,
1294,formula_even,,,
1295,formula_3_mod_4,,,
1296,formula_even,,,
1297,general_key_d_3,3,2,10
1298,formula_even,,,
1299,formula_divisible_by_3,,,
1300,formula_even,,,
1301,general_key_d_3,3,4,8
1302,formula_even,,,
1303,formula_3_mod_4,,,
1304,formula_even,,,
1305,formula_divisible_by_3,,,
1306,formula_even,,,
1307,formula_3_mod_4,,,
1308,formula_even,,,
1309,general_key_d_3,3,4,8
1310,formula_even,,,
1311,formula_divisible_by_3,,,
1312,formula_even,,,
1313,general_key_d_7,7,4,24
1314,formula_even,,,
1315,formula_3_mod_4,,,
1316,formula_even,,,
1317,formula_divisible_by_3,,,
1318,formula_even,,,
1319,formula_3_mod_4,,,
1320,formula_even,,,
1321,general_key_d_23,23,8,84
1322,formula_even,,,
1323,formula_divisible_by_3,,,
1324,formula_even,,,
1325,general_key_d_3,3,4,8
1326,formula_even,,,
1327,formula_3_mod_4,,,
1328,formula_even,,,
1329,formula_divisible_by_3,,,
1330,formula_even,,,
1331,formula_3_mod_4,,,
1332,formula_even,,,
1333,general_key_d_3,3,4,8
1334,formula_even,,,
1335,formula_divisible_by_3,,,
1336,formula_even,,,
1337,general_key_d_7,7,4,24
1338,formula_even,,,
1339,formula_3_mod_4,,,
1340,formula_even,,,
1341,formula_divisible_by_3,,,
1342,formula_even,,,
1343,formula_3_mod_4,,,
1344,formula_even,,,
1345,general_key_d_3,3,2,10
1346,formula_even,,,
1347,formula_divisible_by_3,,,
1348,formula_even,,,
1349,general_key_d_3,3,4,8
1350,formula_even,,,
1351,formula_3_mod_4,,,
1352,formula_even,,,
1353,formula_divisible_by_3,,,
1354,formula_even,,,
1355,formula_3_mod_4,,,
1356,formula_even,,,
1357,general_key_d_3,3,4,8
1358,formula_even,,,
1359,formula_divisible_by_3,,,
1360,formula_even,,,
1361,general_key_d_7,7,4,24
1362,formula_even,,,
1363,formula_3_mod_4,,,
1364,formula_even,,,
1365,formula_divisible_by_3,,,
1366,formula_even,,,
1367,formula_3_mod_4,,,
1368,formula_even,,,
1369,uncovered,,,
1370,formula_even,,,
1371,formula_divisible_by_3,,,
1372,formula_even,,,
1373,general_key_d_3,3,4,8
1374,formula_even,,,
1375,formula_3_mod_4,,,
1376,formula_even,,,
1377,formula_divisible_by_3,,,
1378,formula_even,,,
1379,formula_3_mod_4,,,
1380,formula_even,,,
1381,general_key_d_3,3,4,8
1382,formula_even,,,
1383,formula_divisible_by_3,,,
1384,formula_even,,,
1385,general_key_d_7,7,4,24
1386,formula_even,,,
1387,formula_3_mod_4,,,
1388,formula_even,,,
1389,formula_divisible_by_3,,,
1390,formula_even,,,
1391,formula_3_mod_4,,,
1392,formula_even,,,
1393,general_key_d_7,7,8,20
1394,formula_even,,,
1395,formula_divisible_by_3,,,
1396,formula_even,,,
1397,general_key_d_3,3,4,8
1398,formula_even,,,
1399,formula_3_mod_4,,,
1400,formula_even,,,
1401,formula_divisible_by_3,,,
1402,formula_even,,,
1403,formula_3_mod_4,,,
1404,formula_even,,,
1405,general_key_d_3,3,4,8
1406,formula_even,,,
1407,formula_divisible_by_3,,,
1408,formula_even,,,
1409,general_key_d_7,7,4,24
1410,formula_even,,,
1411,formula_3_mod_4,,,
1412,formula_even,,,
1413,formula_divisible_by_3,,,
1414,formula_even,,,
1415,formula_3_mod_4,,,
1416,formula_even,,,
1417,general_key_d_3,3,2,10
1418,formula_even,,,
1419,formula_divisible_by_3,,,
1420,formula_even,,,
1421,general_key_d_3,3,4,8
1422,formula_even,,,
1423,formula_3_mod_4,,,
1424,formula_even,,,
1425,formula_divisible_by_3,,,
1426,formula_even,,,
1427,formula_3_mod_4,,,
1428,formula_even,,,
1429,general_key_d_3,3,4,8
1430,formula_even,,,
1431,formula_divisible_by_3,,,
1432,formula_even,,,
1433,general_key_d_7,7,4,24
1434,formula_even,,,
1435,formula_3_mod_4,,,
1436,formula_even,,,
1437,formula_divisible_by_3,,,
1438,formula_even,,,
1439,formula_3_mod_4,,,
1440,formula_even,,,
1441,general_key_d_15,15,4,56
1442,formula_even,,,
1443,formula_divisible_by_3,,,
1444,formula_even,,,
1445,general_key_d_3,3,4,8
1446,formula_even,,,
1447,formula_3_mod_4,,,
1448,formula_even,,,
1449,formula_divisible_by_3,,,
1450,formula_even,,,
1451,formula_3_mod_4,,,
1452,formula_even,,,
1453,general_key_d_3,3,4,8
1454,formula_even,,,
1455,formula_divisible_by_3,,,
1456,formula_even,,,
1457,general_key_d_7,7,4,24
1458,formula_even,,,
1459,formula_3_mod_4,,,
1460,formula_even,,,
1461,formula_divisible_by_3,,,
1462,formula_even,,,
1463,formula_3_mod_4,,,
1464,formula_even,,,
1465,general_key_d_3,3,2,10
1466,formula_even,,,
1467,formula_divisible_by_3,,,
1468,formula_even,,,
1469,general_key_d_3,3,4,8
1470,formula_even,,,
1471,formula_3_mod_4,,,
1472,formula_even,,,
1473,formula_divisible_by_3,,,
1474,formula_even,,,
1475,formula_3_mod_4,,,
1476,formula_even,,,
1477,general_key_d_3,3,4,8
1478,formula_even,,,
1479,formula_divisible_by_3,,,
1480,formula_even,,,
1481,general_key_d_7,7,4,24
1482,formula_even,,,
1483,formula_3_mod_4,,,
1484,formula_even,,,
1485,formula_divisible_by_3,,,
1486,formula_even,,,
1487,formula_3_mod_4,,,
1488,formula_even,,,
1489,general_key_d_23,23,8,84
1490,formula_even,,,
1491,formula_divisible_by_3,,,
1492,formula_even,,,
1493,general_key_d_3,3,4,8
1494,formula_even,,,
1495,formula_3_mod_4,,,
1496,formula_even,,,
1497,formula_divisible_by_3,,,
1498,formula_even,,,
1499,formula_3_mod_4,,,
1500,formula_even,,,
1501,general_key_d_3,3,4,8
1502,formula_even,,,
1503,formula_divisible_by_3,,,
1504,formula_even,,,
1505,general_key_d_7,7,4,24
1506,formula_even,,,
1507,formula_3_mod_4,,,
1508,formula_even,,,
1509,formula_divisible_by_3,,,
1510,formula_even,,,
1511,formula_3_mod_4,,,
1512,formula_even,,,
1513,general_key_d_7,7,8,20
1514,formula_even,,,
1515,formula_divisible_by_3,,,
1516,formula_even,,,
1517,general_key_d_3,3,4,8
1518,formula_even,,,
1519,formula_3_mod_4,,,
1520,formula_even,,,
1521,formula_divisible_by_3,,,
1522,formula_even,,,
1523,formula_3_mod_4,,,
1524,formula_even,,,
1525,general_key_d_3,3,4,8
1526,formula_even,,,
1527,formula_divisible_by_3,,,
1528,formula_even,,,
1529,general_key_d_7,7,4,24
1530,formula_even,,,
1531,formula_3_mod_4,,,
1532,formula_even,,,
1533,formula_divisible_by_3,,,
1534,formula_even,,,
1535,formula_3_mod_4,,,
1536,formula_even,,,
1537,general_key_d_3,3,2,10
1538,formula_even,,,
1539,formula_divisible_by_3,,,
1540,formula_even,,,
1541,general_key_d_3,3,4,8
1542,formula_even,,,
1543,formula_3_mod_4,,,
1544,formula_even,,,
1545,formula_divisible_by_3,,,
1546,formula_even,,,
1547,formula_3_mod_4,,,
1548,formula_even,,,
1549,general_key_d_3,3,4,8
1550,formula_even,,,
1551,formula_divisible_by_3,,,
1552,formula_even,,,
1553,general_key_d_7,7,4,24
1554,formula_even,,,
1555,formula_3_mod_4,,,
1556,formula_even,,,
1557,formula_divisible_by_3,,,
1558,formula_even,,,
1559,formula_3_mod_4,,,
1560,formula_even,,,
1561,general_key_d_11,11,2,42
1562,formula_even,,,
1563,formula_divisible_by_3,,,
1564,formula_even,,,
1565,general_key_d_3,3,4,8
1566,formula_even,,,
1567,formula_3_mod_4,,,
1568,formula_even,,,
1569,formula_divisible_by_3,,,
1570,formula_even,,,
1571,formula_3_mod_4,,,
1572,formula_even,,,
1573,general_key_d_3,3,4,8
1574,formula_even,,,
1575,formula_divisible_by_3,,,
1576,formula_even,,,
1577,general_key_d_7,7,4,24
1578,formula_even,,,
1579,formula_3_mod_4,,,
1580,formula_even,,,
1581,formula_divisible_by_3,,,
1582,formula_even,,,
1583,formula_3_mod_4,,,
1584,formula_even,,,
1585,general_key_d_3,3,2,10
1586,formula_even,,,
1587,formula_divisible_by_3,,,
1588,formula_even,,,
1589,general_key_d_3,3,4,8
1590,formula_even,,,
1591,formula_3_mod_4,,,
1592,formula_even,,,
1593,formula_divisible_by_3,,,
1594,formula_even,,,
1595,formula_3_mod_4,,,
1596,formula_even,,,
1597,general_key_d_3,3,4,8
1598,formula_even,,,
1599,formula_divisible_by_3,,,
1600,formula_even,,,
1601,general_key_d_7,7,4,24
1602,formula_even,,,
1603,formula_3_mod_4,,,
1604,formula_even,,,
1605,formula_divisible_by_3,,,
1606,formula_even,,,
1607,formula_3_mod_4,,,
1608,formula_even,,,
1609,general_key_d_15,15,4,56
1610,formula_even,,,
1611,formula_divisible_by_3,,,
1612,formula_even,,,
1613,general_key_d_3,3,4,8
1614,formula_even,,,
1615,formula_3_mod_4,,,
1616,formula_even,,,
1617,formula_divisible_by_3,,,
1618,formula_even,,,
1619,formula_3_mod_4,,,
1620,formula_even,,,
1621,general_key_d_3,3,4,8
1622,formula_even,,,
1623,formula_divisible_by_3,,,
1624,formula_even,,,
1625,general_key_d_7,7,4,24
1626,formula_even,,,
1627,formula_3_mod_4,,,
1628,formula_even,,,
1629,formula_divisible_by_3,,,
1630,formula_even,,,
1631,formula_3_mod_4,,,
1632,formula_even,,,
1633,general_key_d_7,7,8,20
1634,formula_even,,,
1635,formula_divisible_by_3,,,
1636,formula_even,,,
1637,general_key_d_3,3,4,8
1638,formula_even,,,
1639,formula_3_mod_4,,,
1640,formula_even,,,
1641,formula_divisible_by_3,,,
1642,formula_even,,,
1643,formula_3_mod_4,,,
1644,formula_even,,,
1645,general_key_d_3,3,4,8
1646,formula_even,,,
1647,formula_divisible_by_3,,,
1648,formula_even,,,
1649,general_key_d_7,7,4,24
1650,formula_even,,,
1651,formula_3_mod_4,,,
1652,formula_even,,,
1653,formula_divisible_by_3,,,
1654,formula_even,,,
1655,formula_3_mod_4,,,
1656,formula_even,,,
1657,general_key_d_3,3,2,10
1658,formula_even,,,
1659,formula_divisible_by_3,,,
1660,formula_even,,,
1661,general_key_d_3,3,4,8
1662,formula_even,,,
1663,formula_3_mod_4,,,
1664,formula_even,,,
1665,formula_divisible_by_3,,,
1666,formula_even,,,
1667,formula_3_mod_4,,,
1668,formula_even,,,
1669,general_key_d_3,3,4,8
1670,formula_even,,,
1671,formula_divisible_by_3,,,
1672,formula_even,,,
1673,general_key_d_7,7,4,24
1674,formula_even,,,
1675,formula_3_mod_4,,,
1676,formula_even,,,
1677,formula_divisible_by_3,,,
1678,formula_even,,,
1679,formula_3_mod_4,,,
1680,formula_even,,,
1681,uncovered,,,
1682,formula_even,,,
1683,formula_divisible_by_3,,,
1684,formula_even,,,
1685,general_key_d_3,3,4,8
1686,formula_even,,,
1687,formula_3_mod_4,,,
1688,formula_even,,,
1689,formula_divisible_by_3,,,
1690,formula_even,,,
1691,formula_3_mod_4,,,
1692,formula_even,,,
1693,general_key_d_3,3,4,8
1694,formula_even,,,
1695,formula_divisible_by_3,,,
1696,formula_even,,,
1697,general_key_d_7,7,4,24
1698,formula_even,,,
1699,formula_3_mod_4,,,
1700,formula_even,,,
1701,formula_divisible_by_3,,,
1702,formula_even,,,
1703,formula_3_mod_4,,,
1704,formula_even,,,
1705,general_key_d_3,3,2,10
1706,formula_even,,,
1707,formula_divisible_by_3,,,
1708,formula_even,,,
1709,general_key_d_3,3,4,8
1710,formula_even,,,
1711,formula_3_mod_4,,,
1712,formula_even,,,
1713,formula_divisible_by_3,,,
1714,formula_even,,,
1715,formula_3_mod_4,,,
1716,formula_even,,,
1717,general_key_d_3,3,4,8
1718,formula_even,,,
1719,formula_divisible_by_3,,,
1720,formula_even,,,
1721,general_key_d_7,7,4,24
1722,formula_even,,,
1723,formula_3_mod_4,,,
1724,formula_even,,,
1725,formula_divisible_by_3,,,
1726,formula_even,,,
1727,formula_3_mod_4,,,
1728,formula_even,,,
1729,general_key_d_11,11,2,42
1730,formula_even,,,
1731,formula_divisible_by_3,,,
1732,formula_even,,,
1733,general_key_d_3,3,4,8
1734,formula_even,,,
1735,formula_3_mod_4,,,
1736,formula_even,,,
1737,formula_divisible_by_3,,,
1738,formula_even,,,
1739,formula_3_mod_4,,,
1740,formula_even,,,
1741,general_key_d_3,3,4,8
1742,formula_even,,,
1743,formula_divisible_by_3,,,
1744,formula_even,,,
1745,general_key_d_7,7,4,24
1746,formula_even,,,
1747,formula_3_mod_4,,,
1748,formula_even,,,
1749,formula_divisible_by_3,,,
1750,formula_even,,,
1751,formula_3_mod_4,,,
1752,formula_even,,,
1753,general_key_d_7,7,8,20
1754,formula_even,,,
1755,formula_divisible_by_3,,,
1756,formula_even,,,
1757,general_key_d_3,3,4,8
1758,formula_even,,,
1759,formula_3_mod_4,,,
1760,formula_even,,,
1761,formula_divisible_by_3,,,
1762,formula_even,,,
1763,formula_3_mod_4,,,
1764,formula_even,,,
1765,general_key_d_3,3,4,8
1766,formula_even,,,
1767,formula_divisible_by_3,,,
1768,formula_even,,,
1769,general_key_d_7,7,4,24
1770,formula_even,,,
1771,formula_3_mod_4,,,
1772,formula_even,,,
1773,formula_divisible_by_3,,,
1774,formula_even,,,
1775,formula_3_mod_4,,,
1776,formula_even,,,
1777,general_key_d_3,3,2,10
1778,formula_even,,,
1779,formula_divisible_by_3,,,
1780,formula_even,,,
1781,general_key_d_3,3,4,8
1782,formula_even,,,
1783,formula_3_mod_4,,,
1784,formula_even,,,
1785,formula_divisible_by_3,,,
1786,formula_even,,,
1787,formula_3_mod_4,,,
1788,formula_even,,,
1789,general_key_d_3,3,4,8
1790,formula_even,,,
1791,formula_divisible_by_3,,,
1792,formula_even,,,
1793,general_key_d_7,7,4,24
1794,formula_even,,,
1795,formula_3_mod_4,,,
1796,formula_even,,,
1797,formula_divisible_by_3,,,
1798,formula_even,,,
1799,formula_3_mod_4,,,
1800,formula_even,,,
1801,uncovered,,,
1802,formula_even,,,
1803,formula_divisible_by_3,,,
1804,formula_even,,,
1805,general_key_d_3,3,4,8
1806,formula_even,,,
1807,formula_3_mod_4,,,
1808,formula_even,,,
1809,formula_divisible_by_3,,,
1810,formula_even,,,
1811,formula_3_mod_4,,,
1812,formula_even,,,
1813,general_key_d_3,3,4,8
1814,formula_even,,,
1815,formula_divisible_by_3,,,
1816,formula_even,,,
1817,general_key_d_7,7,4,24
1818,formula_even,,,
1819,formula_3_mod_4,,,
1820,formula_even,,,
1821,formula_divisible_by_3,,,
1822,formula_even,,,
1823,formula_3_mod_4,,,
1824,formula_even,,,
1825,general_key_d_3,3,2,10
1826,formula_even,,,
1827,formula_divisible_by_3,,,
1828,formula_even,,,
1829,general_key_d_3,3,4,8
1830,formula_even,,,
1831,formula_3_mod_4,,,
1832,formula_even,,,
1833,formula_divisible_by_3,,,
1834,formula_even,,,
1835,formula_3_mod_4,,,
1836,formula_even,,,
1837,general_key_d_3,3,4,8
1838,formula_even,,,
1839,formula_divisible_by_3,,,
1840,formula_even,,,
1841,general_key_d_7,7,4,24
1842,formula_even,,,
1843,formula_3_mod_4,,,
1844,formula_even,,,
1845,formula_divisible_by_3,,,
1846,formula_even,,,
1847,formula_3_mod_4,,,
1848,formula_even,,,
1849,uncovered,,,
1850,formula_even,,,
1851,formula_divisible_by_3,,,
1852,formula_even,,,
1853,general_key_d_3,3,4,8
1854,formula_even,,,
1855,formula_3_mod_4,,,
1856,formula_even,,,
1857,formula_divisible_by_3,,,
1858,formula_even,,,
1859,formula_3_mod_4,,,
1860,formula_even,,,
1861,general_key_d_3,3,4,8
1862,formula_even,,,
1863,formula_divisible_by_3,,,
1864,formula_even,,,
1865,general_key_d_7,7,4,24
1866,formula_even,,,
1867,formula_3_mod_4,,,
1868,formula_even,,,
1869,formula_divisible_by_3,,,
1870,formula_even,,,
1871,formula_3_mod_4,,,
1872,formula_even,,,
1873,general_key_d_7,7,8,20
1874,formula_even,,,
1875,formula_divisible_by_3,,,
1876,formula_even,,,
1877,general_key_d_3,3,4,8
1878,formula_even,,,
1879,formula_3_mod_4,,,
1880,formula_even,,,
1881,formula_divisible_by_3,,,
1882,formula_even,,,
1883,formula_3_mod_4,,,
1884,formula_even,,,
1885,general_key_d_3,3,4,8
1886,formula_even,,,
1887,formula_divisible_by_3,,,
1888,formula_even,,,
1889,general_key_d_7,7,4,24
1890,formula_even,,,
1891,formula_3_mod_4,,,
1892,formula_even,,,
1893,formula_divisible_by_3,,,
1894,formula_even,,,
1895,formula_3_mod_4,,,
1896,formula_even,,,
1897,general_key_d_3,3,2,10
1898,formula_even,,,
1899,formula_divisible_by_3,,,
1900,formula_even,,,
1901,general_key_d_3,3,4,8
1902,formula_even,,,
1903,formula_3_mod_4,,,
1904,formula_even,,,
1905,formula_divisible_by_3,,,
1906,formula_even,,,
1907,formula_3_mod_4,,,
1908,formula_even,,,
1909,general_key_d_3,3,4,8
1910,formula_even,,,
1911,formula_divisible_by_3,,,
1912,formula_even,,,
1913,general_key_d_7,7,4,24
1914,formula_even,,,
1915,formula_3_mod_4,,,
1916,formula_even,,,
1917,formula_divisible_by_3,,,
1918,formula_even,,,
1919,formula_3_mod_4,,,
1920,formula_even,,,
1921,general_key_d_11,11,2,42
1922,formula_even,,,
1923,formula_divisible_by_3,,,
1924,formula_even,,,
1925,general_key_d_3,3,4,8
1926,formula_even,,,
1927,formula_3_mod_4,,,
1928,formula_even,,,
1929,formula_divisible_by_3,,,
1930,formula_even,,,
1931,formula_3_mod_4,,,
1932,formula_even,,,
1933,general_key_d_3,3,4,8
1934,formula_even,,,
1935,formula_divisible_by_3,,,
1936,formula_even,,,
1937,general_key_d_7,7,4,24
1938,formula_even,,,
1939,formula_3_mod_4,,,
1940,formula_even,,,
1941,formula_divisible_by_3,,,
1942,formula_even,,,
1943,formula_3_mod_4,,,
1944,formula_even,,,
1945,general_key_d_3,3,2,10
1946,formula_even,,,
1947,formula_divisible_by_3,,,
1948,formula_even,,,
1949,general_key_d_3,3,4,8
1950,formula_even,,,
1951,formula_3_mod_4,,,
1952,formula_even,,,
1953,formula_divisible_by_3,,,
1954,formula_even,,,
1955,formula_3_mod_4,,,
1956,formula_even,,,
1957,general_key_d_3,3,4,8
1958,formula_even,,,
1959,formula_divisible_by_3,,,
1960,formula_even,,,
1961,general_key_d_7,7,4,24
1962,formula_even,,,
1963,formula_3_mod_4,,,
1964,formula_even,,,
1965,formula_divisible_by_3,,,
1966,formula_even,,,
1967,formula_3_mod_4,,,
1968,formula_even,,,
1969,uncovered,,,
1970,formula_even,,,
1971,formula_divisible_by_3,,,
1972,formula_even,,,
1973,general_key_d_3,3,4,8
1974,formula_even,,,
1975,formula_3_mod_4,,,
1976,formula_even,,,
1977,formula_divisible_by_3,,,
1978,formula_even,,,
1979,formula_3_mod_4,,,
1980,formula_even,,,
1981,general_key_d_3,3,4,8
1982,formula_even,,,
1983,formula_divisible_by_3,,,
1984,formula_even,,,
1985,general_key_d_7,7,4,24
1986,formula_even,,,
1987,formula_3_mod_4,,,
1988,formula_even,,,
1989,formula_divisible_by_3,,,
1990,formula_even,,,
1991,formula_3_mod_4,,,
1992,formula_even,,,
1993,general_key_d_7,7,8,20
1994,formula_even,,,
1995,formula_divisible_by_3,,,
1996,formula_even,,,
1997,general_key_d_3,3,4,8
1998,formula_even,,,
1999,formula_3_mod_4,,,
2000,formula_even,,,
2001,formula_divisible_by_3,,,
2002,formula_even,,,
2003,formula_3_mod_4,,,
2004,formula_even,,,
2005,general_key_d_3,3,4,8
2006,formula_even,,,
2007,formula_divisible_by_3,,,
2008,formula_even,,,
2009,general_key_d_7,7,4,24
2010,formula_even,,,
2011,formula_3_mod_4,,,
2012,formula_even,,,
2013,formula_divisible_by_3,,,
2014,formula_even,,,
2015,formula_3_mod_4,,,
2016,formula_even,,,
2017,general_key_d_3,3,2,10
2018,formula_even,,,
2019,formula_divisible_by_3,,,
2020,formula_even,,,
2021,general_key_d_3,3,4,8
2022,formula_even,,,
2023,formula_3_mod_4,,,
2024,formula_even,,,
2025,formula_divisible_by_3,,,
2026,formula_even,,,
2027,formula_3_mod_4,,,
2028,formula_even,,,
2029,general_key_d_3,3,4,8
2030,formula_even,,,
2031,formula_divisible_by_3,,,
2032,formula_even,,,
2033,general_key_d_7,7,4,24
2034,formula_even,,,
2035,formula_3_mod_4,,,
2036,formula_even,,,
2037,formula_divisible_by_3,,,
2038,formula_even,,,
2039,formula_3_mod_4,,,
2040,formula_even,,,
2041,uncovered,,,
2042,formula_even,,,
2043,formula_divisible_by_3,,,
2044,formula_even,,,
2045,general_key_d_3,3,4,8
2046,formula_even,,,
2047,formula_3_mod_4,,,
2048,formula_even,,,
2049,formula_divisible_by_3,,,
2050,formula_even,,,
2051,formula_3_mod_4,,,
2052,formula_even,,,
2053,general_key_d_3,3,4,8
2054,formula_even,,,
2055,formula_divisible_by_3,,,
2056,formula_even,,,
2057,general_key_d_7,7,4,24
2058,formula_even,,,
2059,formula_3_mod_4,,,
2060,formula_even,,,
2061,formula_divisible_by_3,,,
2062,formula_even,,,
2063,formula_3_mod_4,,,
2064,formula_even,,,
2065,general_key_d_3,3,2,10
2066,formula_even,,,
2067,formula_divisible_by_3,,,
2068,formula_even,,,
2069,general_key_d_3,3,4,8
2070,formula_even,,,
2071,formula_3_mod_4,,,
2072,formula_even,,,
2073,formula_divisible_by_3,,,
2074,formula_even,,,
2075,formula_3_mod_4,,,
2076,formula_even,,,
2077,general_key_d_3,3,4,8
2078,formula_even,,,
2079,formula_divisible_by_3,,,
2080,formula_even,,,
2081,general_key_d_7,7,4,24
2082,formula_even,,,
2083,formula_3_mod_4,,,
2084,formula_even,,,
2085,formula_divisible_by_3,,,
2086,formula_even,,,
2087,formula_3_mod_4,,,
2088,formula_even,,,
2089,general_key_d_11,11,2,42
2090,formula_even,,,
2091,formula_divisible_by_3,,,
2092,formula_even,,,
2093,general_key_d_3,3,4,8
2094,formula_even,,,
2095,formula_3_mod_4,,,
2096,formula_even,,,
2097,formula_divisible_by_3,,,
2098,formula_even,,,
2099,formula_3_mod_4,,,
2100,formula_even,,,
